"line_id","elev","elev_smooth","Xpos","Type","StemHeight","StemDiam","StemDensty","Cd","latitude","longitude"
5,27,26.7589086859747,-119,NA,NA,NA,NA,NA,48.9591424282253,-125.433170612554
5,27,26.7119904730935,-118,NA,NA,NA,NA,NA,48.9591373535835,-125.433159339581
5,27,26.6650401528982,-117,NA,NA,NA,NA,NA,48.9591322789405,-125.433148066611
5,27,26.6180452358867,-116,NA,NA,NA,NA,NA,48.9591272042964,-125.433136793642
5,27,26.5709933611411,-115,NA,NA,NA,NA,NA,48.9591221296512,-125.433125520676
5,27,26.5238723319675,-114,NA,NA,NA,NA,NA,48.9591170550048,-125.433114247713
5,27,26.4766701510617,-113,NA,NA,NA,NA,NA,48.9591119803572,-125.433102974751
5,27,26.4293380902441,-112,NA,NA,NA,NA,NA,48.9591069057086,-125.433091701792
5,27,26.381790830955,-111,NA,NA,NA,NA,NA,48.9591018310588,-125.433080428835
5,27,26.3339436751075,-110,NA,NA,NA,NA,NA,48.9590967564078,-125.43306915588
5,27,26.2857127892944,-109,NA,NA,NA,NA,NA,48.9590916817557,-125.433057882928
5,27,26.2369784816435,-108,NA,NA,NA,NA,NA,48.9590866071024,-125.433046609978
5,27,26.1875855469212,-107,NA,NA,NA,NA,NA,48.959081532448,-125.43303533703
5,27,26.1373806788862,-106,NA,NA,NA,NA,NA,48.9590764577925,-125.433024064084
5,27,26.0862129123109,-105,NA,NA,NA,NA,NA,48.9590713831358,-125.433012791141
5,27,26.0339340582537,-104,NA,NA,NA,NA,NA,48.959066308478,-125.4330015182
5,27,25.9803991313256,-103,NA,NA,NA,NA,NA,48.959061233819,-125.432990245261
5,27,25.9254667677211,-102,NA,NA,NA,NA,NA,48.9590561591589,-125.432978972324
5,26,25.8689996328061,-101,NA,NA,NA,NA,NA,48.9590510844977,-125.43296769939
5,26,25.8108648170898,-100,NA,NA,NA,NA,NA,48.9590460098353,-125.432956426458
5,26,25.7509342194368,-99,NA,NA,NA,NA,NA,48.9590409351718,-125.432945153528
5,26,25.6890849164156,-98,NA,NA,NA,NA,NA,48.9590358605071,-125.432933880601
5,26,25.6252241599576,-97,NA,NA,NA,NA,NA,48.9590307858413,-125.432922607676
5,26,25.5592896447731,-96,NA,NA,NA,NA,NA,48.9590257111743,-125.432911334753
5,26,25.491225044756,-95,NA,NA,NA,NA,NA,48.9590206365062,-125.432900061832
5,26,25.4209801753857,-94,NA,NA,NA,NA,NA,48.9590155618369,-125.432888788914
5,26,25.3485111384229,-93,NA,NA,NA,NA,NA,48.9590104871665,-125.432877515998
5,26,25.2737804484791,-92,NA,NA,NA,NA,NA,48.959005412495,-125.432866243084
5,26,25.1967571410969,-91,NA,NA,NA,NA,NA,48.9590003378223,-125.432854970172
5,26,25.1174291836476,-90,NA,NA,NA,NA,NA,48.9589952631485,-125.432843697263
5,24,25.0358035100244,-89,NA,NA,NA,NA,NA,48.9589901884735,-125.432832424356
5,24,24.9518936790306,-88,NA,NA,NA,NA,NA,48.9589851137974,-125.432821151451
5,24,24.8657198352873,-87,NA,NA,NA,NA,NA,48.9589800391201,-125.432809878549
5,24,24.7773086511496,-86,NA,NA,NA,NA,NA,48.9589749644417,-125.432798605648
5,24,24.6866932498049,-85,NA,NA,NA,NA,NA,48.9589698897622,-125.43278733275
5,24,24.5939131097688,-84,NA,NA,NA,NA,NA,48.9589648150815,-125.432776059855
5,24,24.4989893078212,-83,NA,NA,NA,NA,NA,48.9589597403997,-125.432764786961
5,24,24.4019244582355,-82,NA,NA,NA,NA,NA,48.9589546657167,-125.43275351407
5,24,24.3027273484803,-81,NA,NA,NA,NA,NA,48.9589495910326,-125.432742241181
5,24,24.2014129138817,-80,NA,NA,NA,NA,NA,48.9589445163473,-125.432730968294
5,24,24.0979529080854,-79,NA,NA,NA,NA,NA,48.9589394416609,-125.43271969541
5,24,23.9922759844975,-78,NA,NA,NA,NA,NA,48.9589343669734,-125.432708422528
5,24,23.8843171884724,-77,NA,NA,NA,NA,NA,48.9589292922847,-125.432697149648
5,24,23.774018144593,-76,NA,NA,NA,NA,NA,48.9589242175949,-125.43268587677
5,24,23.6613272249829,-75,NA,NA,NA,NA,NA,48.9589191429039,-125.432674603895
5,24,23.5461996981626,-74,NA,NA,NA,NA,NA,48.9589140682118,-125.432663331022
5,24,23.4285978580217,-73,NA,NA,NA,NA,NA,48.9589089935185,-125.432652058151
5,24,23.3084911325361,-72,NA,NA,NA,NA,NA,48.9589039188241,-125.432640785283
5,24,23.185856171914,-71,NA,NA,NA,NA,NA,48.9588988441286,-125.432629512416
5,24,23.0606769159205,-70,NA,NA,NA,NA,NA,48.9588937694319,-125.432618239552
5,24,22.9329446401827,-69,NA,NA,NA,NA,NA,48.9588886947341,-125.432606966691
5,24,22.8026579813445,-68,NA,NA,NA,NA,NA,48.9588836200351,-125.432595693831
5,24,22.6698229409975,-67,NA,NA,NA,NA,NA,48.958878545335,-125.432584420974
5,24,22.534452868377,-66,NA,NA,NA,NA,NA,48.9588734706337,-125.432573148119
5,24,22.3965684218726,-65,NA,NA,NA,NA,NA,48.9588683959313,-125.432561875267
